ArticleID,Authors,PublicationYear,CiteMeAs,BiblioBackBoneSLM,OldBiblioSLM,TimesCited,Title,Affiliation,Country,Abstract,JournalConferenceCitation,CitedReferences,CountCitedReferences,isDHQ,Latitude,Longitude,GeocodedCountry,Department,WOSSubjectArea,DHQKeywords
107,"Smithies, James",2011,smithies2011,community_4,community_1,0,A View from IT,University of Canterbury,New Zealand,"As digital humanities projects grow in size and complexity university programs will need to adapt, balancing the needs of technological systems with the imperatives of the humanities tradition. While it makes sense to adapt the accumulated expertise of the commercial and government IT sectors, care needs to be taken to ensure any new approaches enhance rather than undermine the aims of the humanities generally. While digital humanists are uniquely positioned to help the humanities, care needs to be taken to ensure new project management and design techniques sourced from the IT world are applied critically and do not undermine the core aims of the discipline. If these caveats are kept in mind the IT world has a lot to offer digital humanists, however, especially in the field of Enterprise Architecture (EA), which aims to produce a holistic, high level view of technological systems with a view to understanding social and cultural as well as technological issues.",Digital Humanities Quarterly,unsworth2006 | bamboo2008 | black2001 | bradwell2009 | cohen2005 | copeland2006 | davidson2009b | hughes2004 | kirschenbaum2007b | togaf2006 | scheinfeldt2010a | times2011 | williams2007 | willinsky2006 | zachman1987,15,1,172.5839233,-43.5235375,new zealand,Humanities,"Humanities, Multidisciplinary",digital humanities - facilities | digital humanities - institutional support | information architecture | semantic web | cyberinfrastructure | standards and interoperability | project design
172,"Smithies, James",2014,smithies2014,community_3,community_1,0,"Digital Humanities, Postfoundationalism, Postindustrial Culture",University of Canterbury,New Zealand,"This article articulates a view of the digital humanities that hopes to advance the discipline across broad scholarly and administrative contexts. It will succeed in its aims if it is both comprehensible to newcomers and stimulating for experienced practitioners: a bridging effort, but one undertaken with serious intent. It proceeds by isolating a key debate for examination, describing two concepts that go a significant distance to solving issues raised by that debate (but not far enough), and exploring the theoretical writings of a selection of high profile digital humanists. The goal (a non-trivial undertaking) is to illustrate the utility of postfoundationalism as a conceptual tool, its interdependence with postindustrial culture, and the light it sheds on our understanding of what DH is. If successful the article, rather than making an essentialist claim that Digital Humanities is defined by postfoundational method, will constitute a contribution to the developing digital humanities agenda.",Digital Humanities Quarterly,adams2003 | adho2013 | balsamo1996 | bauer2011 | castells2010 | berry2011 | dyer-witheford1999 | bevir2011a | bevir2011b | bousquet2002 | burns2006 | cecire2011a | cecire2011b | chun2006 | chun2011 | chun2013 | chunetal2013 | cong-huyen2012 | croxall2009 | daniels2012 | davidson2002 | dillon2013 | donoghue2008 | fish2011 | fish2012a | fish2012b | fitzpatrick2007 | flanders2009 | flanders2012 | fogelandengerman | fuller2008 | galeyandruecker2010 | gavin2012 | ginev2001 | ginev2007 | gibbs2011 | gold2012 | golumbia2009 | grafton2006 | healy2005 | healy2007 | heidegger1949 | howard2011 | jockers2013 | jï¿__ttkandt2007 | kirschenbaum2007 | kirschenbaum2010 | kohandrisam2013 | lakatos1980 | lanier2010 | liu2004 | liu2008 | liu2011a | liu2011b | liuetal2011 | liu2013 | lunenfeld2012 | mccarty2005 | mccarty2008 | mccarty2012 | mcpherson2009 | mackenzie2006 | madison1991 | mahoney2004 | manovich2001 | manovich2013 | marche2012 | meeksandweingart2012 | meister2012 | menand2010 | millar2011 | millar2012 | montfort2012 | moretti2005 | ngai2000 | nowviskie2011 | nowviskie2012 | nowviskie2013 | olsen1993 | pannapacker2011 | pannapacker2013 | prescott2012 | ramsay2011a | ramsay2011b | ramsayandrockwell2012 | riederandrohle2012 | rockwellsinclair2012 | rogers2013 | ross2013 | rrchnm2002 | rrchnm2011 | rrchnm2005 | scheinfeldt2010 | scheinfeldt2011 | scheinfeldtshaw2011 | schmidt2013 | sherratt2009 | sherratt2011a | sherratt2011b | short2005 | skallerup2013 | svensson2010 | svensson2011 | tate1957 | terras2013 | thaller2012 | thatcamp2012 | turkel2011 | underwood2011 | vanhuyssteen2000 | williams2000 | zittrain2008,112,1,172.5839233,-43.5235375,new zealand,Humanities,"Humanities, Multidisciplinary",digital humanities - nature and significance | new/digital media studies | cultural studies | digital scholarship | history of Humanities Computing/Digital Humanities
74,"Sporton, Gregory",2009,sporton2009,community_0,community_1,0,"The e Prefix: e-Science, e-Art & the New Creativity",University of Birmingham,United Kingdom,"What does it mean to put an e ahead of a concept? This essay discusses the purpose of doing such a thing, arguing there is a distinct method in the apparent randomness of labelling something e this or that. Far from simply denoting that it might be done with computers (and, indeed, what isn't today), Sporton argues that beyond the effect of explaining this is something to do with technology, there is an emergent e-culture that reunites the arts and sciences after two hundred years of separate development within the academy. An e-Culture emerges that reflects the values, opportunities and restrictions of Internet as a research environment. The potential of that environment requires a mindset focussed on collaboration to achieve anything of creative significance.",Digital Humanities Quarterly,foucault1979 | hargreaves1982 | kuhn1962 | snow1959 | sporton2007,5,1,-1.9305135,52.4508168,united kingdom,Creative Professions and Digital Arts,"Humanities, Multidisciplinary",e-science | cultural studies | collaboration | Internet / World Wide Web | interdisciplinary collaboration | computer science | network science - theory and analysis | art history | digital art
124,"Stephens, Paul",2012,stephens2012,community_0,community_3,0,From the Personal to the Proprietary: Conceptual Writing's Critique of Metadata,Columbia University,United States of America,"The past decade has seen a remarkable proliferation of new works of constrained and appropriated writing that prominently incorporate, and in turn investigate, metadata schemes. I argue that these works ought to be of considerable interest not only to critics of contemporary avant-garde writing ï¿_ï¿_ï¿_ but also to media theorists, librarians and textual scholars. By emphasizing classification protocols, conceptual writing makes an implicit case for the interrelationship of these fields. Each of the four main books under discussion here ï¿_ï¿_ï¿_ Tan Linï¿_ï¿_s Seven Controlled Vocabularies, Craig Dworkinï¿_ï¿_s Perverse Library, M. Nourbese Philipï¿_ï¿_s Zong! and Simon Morrisï¿_ï¿_ Getting Inside Jack Kerouacï¿_ï¿_s Head ï¿_ï¿_ï¿_ draws upon pre-existing textual archives. In doing so, these books suggest that processes of data storage, classification and transmission are key to how poetry is created, recognized and disseminated. Conceptual writingï¿_ï¿_s attention to information classification protocols offers not only a critique of contemporary models of authorship, but also of contemporary frameworks of personal agency and intellectual property.",Digital Humanities Quarterly,adorno1974 | amerika2007 | andrews1984 | beaulieu2007 | belgrad1998 | belknap2004 | benzon2010 | boon2010 | bourriaud2002 | bowker1999 | boyne2006 | brown2009e | calvino1988 | coolidge1982 | davidson2004 | drucker2010 | dworkin2011 | dworkin2009 | dworkin2010 | eco2009 | evans2010b | fitterman2009 | place2009 | fitterman2011 | gordon2006 | gilliland2008 | goldsmith2009 | goldsmith2008 | goldsmith2005 | graham2009 | heller-roazen2002 | hunt2009 | kerouac2007 | kirschenbaum2008 | lessig2008 | lin2007 | lin2010a | lin2010b | lin2010c | lin2010d | lytras2009 | manovich2001 | mcgann2001a | mcleod2011 | mcneely2008 | meltzer2006 | moorekerouac | morris2010 | morris2009 | morris2005 | morris2011 | block2001 | perec1997 | perloff2010 | philip2008 | ramsay2004 | saint-amour2011 | sante2007 | silliman1987 | shanken2004 | snelson2010 | stephens2009 | timmons2010 | vesna2007 | weinbren2007 | whitelaw2008 | wright2007,67,1,-73.9625727,40.8075355,united states,English and Comparative Literature,"Humanities, Multidisciplinary",metadata | bibliographic methods / textual studies | media studies | archives | authorship attribution / authority
168,"Strange, Carolyn | McNamara, Daniel | Wodak, Josh | Wood, Ian",2014,strange2014,community_4,community_1,0,Mining for the Meanings of a Murder: The Impact of OCR Quality on the Use of Digitized Historical Newspapers,Australian National University | Australian National University | Australian National University | Australian National University,Australia | Australia | Australia | Australia,"Digital humanities research that requires the digitization of medium-scale, project-specific texts confronts a significant methodological and practical question: is labour-intensive cleaning of the Optical Character Recognition (OCR) output necessary to produce robust results through text mining analysis? This paper traces the steps taken in a collaborative research project that aimed to analyze newspaper coverage of a high-profile murder trial, which occurred in New York City in 1873. A corpus of approximately one-half million words was produced by converting original print sources and image files into digital texts, which produced a substantial rate of OCR-generated errors. We then corrected the scans and added document-level genre metadata. This allowed us to evaluate the impact of our quality upgrade procedures when we tested for possible differences in word usage across two key phases in the trial's coverage using log likelihood ratio . The same tests were run on each dataset ï¿_ï¿_ï¿_ the original OCR scans, a subset of OCR scans selected through the addition of genre metadata, and the metadata-enhanced scans corrected to 98% accuracy. Our results revealed that error correction is desirable but not essential. However, metadata to distinguish between different genres of trial coverage, obtained during the correction process, had a substantial impact. This was true both when investigating all words and when testing for a subset of judgment words we created to explore the murderï¿_ï¿_s emotive elements and its moral implications. Deeper analysis of this case, and others like it, will require more sophisticated text mining techniques to disambiguate word sense and context, which may be more sensitive to OCR-induced errors.",Digital Humanities Quarterly,archerforthcoming | arlitsch2004 | ayers2013 | baron2009 | dunning1993 | eder2013 | hitchcock2013 | holley2009 | kagan2009 | kilgarriff2001 | knoblock2007 | lopresti2008 | mcintyre2010 | moore2004 | nelson2010 | nelson2012 | newman2006 | obrien2010 | paquot2009 | powell2004 | rayson2000 | rice1993 | stein2006 | strange2010 | strapparava2008 | svensson2010 | tanner2009 | walker2010 | wiebe2005 | williams2011 | yang2011,31,1,149.118527,-35.2776999,australia,Classics,Classics,digitization - theory and practice | text mining | metadata | text analysis | historical studies | computer science | content analysis | project design
182,"Sturm, Sean | Turner, Stephen Francis",2014,sturm2014,community_0,community_0,0,Digital Caricature,University of Auckland | University of Auckland,New Zealand | New Zealand,"For Vilï¿_m Flusser, philosopher of technology, the advent of photography heralded the return of the image from its subjection to the linearity of written language. Here we extend his concept of the ""techno-image"" (successor of the pre-historical hand-drawn image and the historical printed word), to consider the digital image-text that today dominates reading and writing. Our question: Can we reader-writers think the digitas, or are we doomed to perform its functions in an ""automati[c]"" or ""robotiz[ed]"" fashion, as Flusser put it, so that, if anything, the digitas now ""thinks"" us? The short answer to our question is as follows: we can think the digitas, but only if we consider it, firstly, as a kind of writing (""digital orthography"") and, secondly, as a caricature of thinking, both impoverished and, dare we say it, funny (""digital caricature"").",Digital Humanities Quarterly,aarseth1997 | adamek2010 | badiou2011 | benjamin2008 | berardi2011 | burks1949 | deacon1997 | dean2010 | decampos1962 | decauter2002 | deleuze2004 | deleuze1992 | deman1984 | derrida2004 | derrida1997 | devasathan2010 | diehl2009 | douris2012 | drucker2009 | drucker2001 | dumaurier2008 | ehrenberg2010 | ezzamel2002 | flusser2007 | flusser1986 | flusser2011a | flusser1990 | flusser1999 | flusser2011b | flusser2005 | flusser2004 | foucault1998 | foucault2001 | foucault1977 | frege1980 | galloway2007 | groys2008 | heidegger2002 | heidegger1992 | james2007 | kaplan2000 | king2007 | king2000 | kirsch2007 | kirsch1958 | kittler1999 | kittler1996 | klee1927 | koch2013 | kress2005 | kress2004 | Latin2004 | locke1996 | malabou2012 | marx1970 | mckenzie1999 | merchant2007 | palfrey2008 | pierce1974 | peters2011 | plutarch2011 | posner1998 | prensky2001 | ranciï¿_re1995 | ranciï¿_re2004 | ricoeur1990 | ritzer2010 | samuels2008 | serres1982 | sheely2008 | sommer2012 | stiegler1998 | sturm2012 | sturmandturner2012 | sturmandturner2011 | sturmandturner2013 | suarezvilla2009 | thomas2011 | toffler1980 | toscano2008 | virilio1991 | virilio2007 | virno2008 | wardripfruin2008 | whitehead1997 | wittgenstein1953 | wittgenstein2001 | wurth2006,88,1,174.7691073,-36.8523378,new zealand,Education,Education,new/digital media studies | media studies | media history [history of the book]
170,"Suzuki, Takafumi | Hosoya, Mai",2014,suzuki2014,isolate_18,isolate_4095,0,Computational Stylistic Analysis of Popular Songs of Japanese Female Singer-songwriters,Toyo University | Toyo University,Japan | Japan,"This study analyzes popular songs composed by Japanese female singer-songwriters. Popular songs are a good representation of modern culture and society. Songs by female singer-songwriters account for a large portion of the current Japanese hit charts and particularly play an important role in understanding the Japanese language and communication style. In this study, we applied new methods of computational stylistics to the lyrics of the songs. The results clearly show differences in the characteristics of 10 female singer-songwriters, and we found that the visualization of the lyrics is a typical characteristic of current singer-songwriters. Our findings provide an important case study for computational stylistics and can also be useful for understanding Japanese cultural trends.",Digital Humanities Quarterly,argamon2007 | bishop2006 | breiman1996 | breiman2001 | breimannd | confidence1970 | hosoya2010 | ito2001 | jin2007a | jin2007b | kikuchi2008 | mita1975 | oricon1980 | potthast2010 | stamatatos2009 | suzuki2009 | suzuki2012 | ugaya2005,18,1,139.7505525,35.7234044,japan,Media and Communications,Art,"stylistics and stylometry | asian studies | cultural studies | data mining / text mining | visualization | natural language processing | machine learning/reading | genre-specific studies: prose, poetry, drama, song, comic/graphic | media studies | multilingual/multicultural approaches | music"
65,"Svensson, Patrik",2009,svensson2009,community_7,community_3,4,Humanities Computing as Digital Humanities,University of Umeï¿_,Sweden,"This article presents an examination of how digital humanities is currently conceived and described, and examines the discursive shift from humanities computing to digital humanities. It is argued that this renaming of humanities computing as digital humanities carries with it a set of epistemic commitments that are not necessarily compatible with a broad and inclusive notion of the digital humanities. In particular, the author suggests that tensions arise from the instrumental, textual and methodological focus of humanities computing as well as its relative lack of engagement with the digital as a study object. This article is the first in a series of four articles attempting to describe and analyze the field of digital humanities and digital humanities as a transformative practice.",Digital Humanities Quarterly,aarseth1997b | alexander2006 | balsamo2000 | burnard2002 | busa2004 | flanders2007 | drucker2004 | flanders2002 | hockey2004 | humanist60357 | humanist60362 | humanist17111 | humanist18001 | humanist18615 | humanist19052 | humanist21436 | humanist21469 | jessop2007 | juola2008 | kiernan1991 | kirschenbaum2004 | klein1996 | knorr1999 | llc232 | llc2008 | llc234 | llc241 | mccarty1996 | mccarty2005 | mccarty2003a | mcgann2001a | mcgann2004a | mcgann2006 | ratto2006 | renear2004 | rockwell2002 | rockwell2003 | rockwell2004a | schreibman2004 | desmedt2002b | sterne2006 | terras2006 | witmore2006 | zweig1998,44,1,20.3116101,63.8215945,sweden,Humanities and Information Technology,"Humanities, Multidisciplinary",digital humanities - nature and significance | history of Humanities Computing/Digital Humanities | new/digital media studies
80,"Svensson, Patrik",2010,svensson2010,community_4,community_1,6,The Landscape of Digital Humanities,University of Umeï¿_,Sweden,"The digital humanities is increasingly becoming a buzzword, and there is more and more talk about a broadly conceived, inclusive digital humanities. The field is expanding and at the same time being negotiated, and this article explores the idea of a broadly conceived landscape of digital humanities in some depth. It is argued that awareness across this landscape is important to the future of the field. The study starts out from typologies of digital humanities, a flythrough of the landscape, and a discussion of what being a digital humanist entails. The second part is an exploration of four concrete encounters: ACTLab at University of Texas at Austin, the Humanities Arts Science Technology Advanced Collaboratory (HASTAC), the Humanities Computing Program at the University of Alberta, and Internet Studies. In the third part of the article, it is suggested that a model based on paradigmatic modes of engagement between the humanities and information technology can help chart and understand the digital humanities. The modes of engagement analyzed are technology as a tool, study object, expressive medium, exploratory laboratory and activist venue.",Digital Humanities Quarterly,actlab | aoir | bell2007a | bolter2003a | boyd2009 | bradley2008c | braudy2006 | brown2009a | cch2006 | croxall2009 | daniel2007 | davidson2008 | davidson2009a | davidson2004a | adho | dhq2010b | douglass2009 | drucker2009c | drucker2009b | empyre | french2009a | french2009b | galison1997 | golden2010 | golumbia2009 | hall2008 | haylesa | haylesb | howard2009 | hunsinger2005 | iath | ihde2003 | ish2008 | ippolito2009 | janlert2000 | juhasz2009 | kagan2009 | kirschenbaum2004 | klein1990 | knorr1999 | kroker2008 | lamarre2010 | laue2004 | livingstone2003 | lovgren2004 | mactavish2006 | manovich2009a | manovich2009b | mccarty2009 | mccarty2010 | mcgann2002 | mcgonigal2008 | mcpherson2007 | mcpherson2008 | mcpherson2009 | mcpherson2009b | meloni2009 | navas2009 | parry2010 | peters2009 | bradley2006 | preemptivemedia | presner2009 | presner2010 | rabkin2006 | raley2009 | ratto2006 | rockwell2008 | schnapp2009 | schreibman2004a | shrum2005 | sinclair2002 | sinclair2002a | silver2006 | simanowski2009a | sterne2005 | stockholm1998 | stone2005 | svensson1998 | svensson2009 | svensson2009b | shanks2008 | unsworth1999 | vectors2004 | vectors2006a | vectors2006b | wiberg2005 | woodward2009 | zorich2008 | manifesto2009 | hastac,91,1,20.3116101,63.8215945,sweden,Humanities and Information Technology,"Humanities, Multidisciplinary",digital humanities - nature and significance | digital humanities - institutional support | digital humanities - facilities | new/digital media studies | interdisciplinary collaboration
90,"Svensson, Patrik",2011,svensson2011a,community_4,community_1,1,From Optical Fiber To Conceptual Cyberinfrastructure,University of Umeï¿_,Sweden,"There is currently an infrastructure turn with very real implications for the humanities and digital humanities. It comes not only with presumed technology or infrastructure, but also with certain assumptions, discursive patterns, and models. This paper analyzes these critically and advocates a humanities-based notion of cyberinfrastructure, not necessarily built on a science-and-engineering paradigm or exclusively grounded in existing humanities infrastructure. It is argued that we need to maintain a critical stance while simultaneously engaging in the exploration of research issues and technologies. There is often a gap between the material details of infrastructure and underlying, foundational ideas, and it is suggested that a model based on conceptual cyberinfrastructure and design parameters can be one way of connecting the ideational level with actual implementation. HUMlab at Umeï¿_ University serves as a case study.",Digital Humanities Quarterly,atkins2003 | bentkowska2007 | blackwell2009b | bolter2003a | bonnett2008 | borgman2007 | bowker2005 | bowker1999 | brand1995 | brooks1999 | buren2010 | burnette1994 | colomina2001 | cummings2008 | defanti2009 | dourish1992 | drucker2009b | edwards2009 | erickson2000 | europeanroadmap2006 | flanders2002 | franklin2008 | friedberg2006 | fallmann2007 | gonsalvez2000 | grafton2009 | green2007 | hass2001 | hey2008 | humlabblog2006 | jamieson2000 | kirschenbaum2010b | lehmann2009 | livingstone2003 | manovich1995 | martin2005 | mccarthy2001 | merkel1999 | merriam2010 | mitchell2003a | nsf2010 | ratto2006 | rockwell2010a | rockwell2010b | roper1991 | russett2009 | sterne2005 | svensson2003 | svensson2009 | svensson2010 | src2007 | terras2009a | turner2005 | turner2009 | unsworth2006 | williams2008,56,1,20.3116101,63.8215945,sweden,Humanities and Information Technology,"Humanities, Multidisciplinary",cyberinfrastructure | digital humanities - facilities | modeling | project design | collaboration
112,"Svensson, Patrik",2012,svensson2012b,community_4,community_1,3,Envisioning the Digital Humanities,University of Umeï¿_,Sweden,"Over the last couple of years, it has become increasingly clear that the digital humanities is associated with a visionary and forward-looking sentiment, and that the field has come to constitute a site for far-reaching discussions about the future of the field itself as well as the humanities at large. Based on a rich set of materials closely associated with the formation of the digital humanities, this article explores the visions and expectations associated with the digital humanities and how the digital humanities often becomes a laboratory and means for thinking about the state and future of the humanities. It is argued that this forward-looking sentiment comes both from inside and outside the field, and is arguably an important reason for the attraction and importance of the field. Furthermore, the author outlines a visionary scope for the digital humanities and offers a personal visionary statement as the endpoint to the article series.",Digital Humanities Quarterly,barron2010 | bell2007b | bey1991 | bogost2010 | borgman2009 | burke2000 | cch2009 | chan2010 | cohen2010b | cong2011 | cordell2010 | coyne1999 | cronin2010 | davidson2008 | davidson2011 | donoghue2008 | drucker2009c | drucker2009b | earhart2011a | eisenstein1979 | entman1993 | fitzpatrick2009 | fitzpatrick2010b | forster2010 | franklin2008 | gailey2010 | galison1997 | higgin2010 | hine1995 | hine2003 | ichass2010 | ihde1990 | ippolito2009 | jankowski2009 | kirschenbaum2010c | kirschenbaum2008 | kirschenbaum2010f | knorr1999 | liu2004a | liu2011c | livingstone2003 | livingstone2009 | martin2003 | mccarty2003a | mcpherson2009 | nakamura2006 | nakamura2010 | noble2001 | nowviskie2010c | nowviskie2010d | nussbaum2010 | parks2011 | parry2010 | prescott2010a | prescott2010b | price2011 | raben1991 | rafael1994 | ramsay2010b | ramsay2011a | ramsay2011b | repko2008 | rockwell2002 | rockwell2010 | rockwell | rodgers2010 | romanyshyn1989 | ross2009 | ross2010a | sample2010a | sample2010b | scheinfeldt2010b | schreibman2004a | shanks2008 | scout2006 | sinclair2010 | silver2006 | sturken2004 | svensson2008 | svensson2009 | svensson2010 | svensson2011a | terras2010 | trettien2010 | turner2006a | unsworth2010 | weber2005 | winner2004 | woodward2009 | zorich2008 | humanities | atkins2003 | digging2011 | simpson | manifesto2008 | manifesto2009 | ucosc2007 | hastac | tamu | presner2009a | presner2009b | unsworth2006 | white2011a | williams2010 | wikipedia_dh | smith2009a,106,1,20.3116101,63.8215945,sweden,Humanities and Information Technology,"Humanities, Multidisciplinary",history of Humanities Computing/Digital Humanities | digital humanities - nature and significance | cultural studies | interdisciplinary collaboration | open access
139,"Tabbi, Joseph",2012,tabbi2012,isolate_19,isolate_3076,0,Graphic Sublime: On the Art and Designwriting of Kate Armstrong and Michael Tippett,University of Illinois,United States of America,"This critical essay was written for the Prairie Art Gallery catalogue presenting Kate Armstrong's and Michael Tippett's Grafik Dynamo! Its argument, implied in the catalogue version, can be stated explicitly in the present scholarly format, namely that narrative, associated with the development of the modern novel in print, is distinctly unsuited to literary arts produced in and for the electronic medium. Narrative in the Dynamo! is not entirely absent, but its dominance is put into question. The same holds for the place of argumentation in critical writing. The Dynamo! develops episodically, haunted by the comics, and by the popular and literary narratives it samples; the essay develops similarly, in blocks of partly autobiographical, partly analytical text. Propositions emerge not sequentially or through feats of interpretation, but at the moment when a block of text encounters a cited image from the Dynamo! Another collocation having implications for criticism, is the reading of Armstrong/Tippett's work in the context of a particular strain of contemporary fiction in print, which itself demonstrates that narrative was only ever a mode, one among many and not necessarily the dominant mode, in print literature itself. References are made to Pynchon's Gravity's Rainbow, to Pynchon's (and Armstrong/Tippett's) modernist antecedent, Henry Adams, to non-linear, non-sequential narratives by Robert Coover, Don DeLillo, and William Gaddis that are as open to innovation formally as they are expansive in subject matter. In this context, Graphic Sublime also introduces a major, as yet unpublished novel from the early 1970s by Phillip Wohlstetter, Valparaiso.",Digital Humanities Quarterly,andrews2006 | armstrong2008 | armstrong2005a | armstrong2005b | bouchardon2012 | greene2006 | latour2010 | mccloud1994 | shteyngart2001 | tabbi2011 | wohlstetter,11,1,-87.6716747,41.8700726,united states,English,Language & Linguistics,narratology | literary studies | media history [history of the book] | digital publishing | digital art | text generation | new/digital media studies
13,"Terras, Melissa",2007,terras2007, ,isolate_309,0,DHQ in the Public Eye,University College London,United Kingdom,This editorial reflects on developments to DHQ and the ways we can assess impact and readership.,Digital Humanities Quarterly, ,0,1,-0.1340401,51.5245592,united kingdom,Information Studies,Information Science & Library Science,open access | interdisciplinary collaboration | digital publishing | new/digital media studies
70,"Terras, Melissa M.",2009,terras2009,community_0,community_0,0,The Potential and Problems in using High Performance Computing in the Arts and Humanities: the Researching e-Science Analysis of Census Holdings (ReACH) Project.,University College London,United Kingdom,"e-Science and high performance computing (HPC) have the potential to allow large datasets to be searched and analysed quickly, efficiently, and in complex and novel ways. Little application has been made of the processing power of grid technologies to humanities data, due to lack of available large-scale datasets, and little understanding of or access to e-Science technologies. The Researching e-Science Analysis of Census Holdings (ReACH) scoping study, an AHRC-funded e-science workshop series, was established to investigate the potential application of grid computing to a large dataset of interest to historians, humanists, digital consumers, and the general public: historical census records. Consisting of three one-day workshops held at UCL in Summer 2006, the workshop series brought together expertise across different domains to ascertain how useful, possible, or feasible it would be to analyse datasets from Ancestry and The National Archives using the HPC facilities available at UCL. This article details the academic, technical, managerial, and legal issues highlighted in the project when attempting to apply HPC to historical data sets. Additionally, generic issues facing humanities researchers attempting to utilise HPC technologies in their research are presented.",Digital Humanities Quarterly,adams1995 | anderson2001 | ahds2004 | ahds2005 | ahds2006 | ahrc2006a | bbc2004 | blaikie2005 | brodlie2004 | burnett1980 | campop2006 | crocket2006 | davies2005 | davies2006 | dillon2001b | dunn1946 | dunn2009a | ep1996 | fleury1956 | fure2000 | garrett2006a | garrett2003 | gutmann1977 | higgs2005 | hc1992 | hc1994 | hc2006 | holmes2006 | huntington2007 | impedovo1993 | inman2002 | itic2003 | iso2005 | katz1972 | kingston2006 | lloyd2004 | mansfield2006 | mcgraw1989 | mcgraw1990 | mills1989 | newcombe1988 | nitsch2006 | nicholas2006 | perkyns1991 | perkyns1993 | prdh2000 | reid2006 | riedel2007 | robey2006 | sauleau2005 | schurer2002 | shadbolt1990 | stallings2005 | stallings2008 | terras2006a | tilley2003a | tilley2003b | tillot1972 | ucl2006a | ucl2006b | warwick2008a | winchester1970 | winkler2001 | woollard1997,64,1,-0.1340401,51.5245592,united kingdom,Information Studies,Information Science & Library Science,e-science | historical studies | interdisciplinary collaboration | computer science | digital humanities - facilities | cyberinfrastructure | project design
18,"Tomaszek, Patricia",2008,tomaszek2008,isolate_20,isolate_380,0,"Conference Review: Reading Digital Literature at Brown University, October 4-7, 2007.",Siegen University,Germany, ,Digital Humanities Quarterly,baetens2003 | murray1995 | peterson2006 | reas2007 | simanowski2007,5,1,8.0197,50.87607,germany,"Linguistic, Literary and Aesthetic Studies",Language & Linguistics,"literary studies | digital literary studies | critical code studies | digital publishing | digital literacy | reading methodologies - close, distant, deep | new/digital media studies | programming"
47,"Toton, Sarah | Martin, Stacey",2009,toton2009,isolate_21,isolate_927,0,Teaching and Learning from the U.S. South in Global Contexts: A Case Study of Southern Spaces and Southcomb,Emory University,United States of America,"This paper examines the internet journal Southern Spaces, launched in February 2004 and the online learning community SouthComb, started in 2006. We examine the development of these online tools, exploring pedagogical implications as well as the tools and avenues they bring to the field of Southern Studies, American Studies and scholarly communication online. We also explore the potential uses for these resources as well as their efforts to elucidate a broader understanding of the U.S. South in regional, national and global contexts.",Digital Humanities Quarterly,americansouth2002 | deleuze1987,2,1,-84.3239989,33.7925195,united states,Liberal Arts,"Humanities, Multidisciplinary",software/tool design and development | digital humanities - pedagogy and curriculum | open access | historical studies | digital publishing | multimedia | interdisciplinary collaboration | collaborative digital scholarship | sustainability and preservation | resource creation and discovery | digital literacy | Internet / world wide web | project design |
150,"Trettien, Whitney Anne",2013,trettien2013,community_1,community_2,0,A Deep History of Electronic Textuality: The Case ofï¿_Eng/ishï¿_Reprints Jhon Milton Areopagitica,Duke University,United States of America,"Print-on-demand (POD) versions of out-of-copyright literary editions have recently flooded the digital marketplace, dragging the editorial work of the eighteenth and nineteenth centuries back into circulation. Often assembled by software as facsimile publications or OCR ""plain text"" editions, then printed and delivered before the text is seen by human eyes, these POD books are altering how the material weight of the past bears on the present. Through a case study of Milton'sï¿_Areopagitica, this essay explores how POD's zombie-like revitalization of earlier texts challenges us to broaden our understanding of the nature of digital textuality, especially as it pertains to the work of electronic editing.",Digital Humanities Quarterly,arber1869 | auchter2001 | bennett2010 | bibliolabs2012 | blackburne1780 | blount1679a | blount1679b | blum1988 | bryant2002 | burnardetal2006 | cable1995 | degrazia2000 | denton1681 | dobranski1999 | drucker2009c | fish2001 | fleming2001 | foysandtrettien2010 | fraistatandloizeaux2006 | frye2010 | fuller2005 | fulton2010 | galey2010 | galey2009 | gitelman2008 | howsam2009 | hunter2007 | jackson1941 | jenkins1992 | kirschenbaum2002 | kolbrener1997 | loewenstein2002 | martin2010 | matthews2000 | mccarty2010 | mccombs1920 | mcgann2001 | mcgann1991 | mcgill2003 | mckenzie1999 | milton1644 | myers2006 | norbrook1994 | osborn1873 | parikkaandsampson2009 | price2007 | rose1993 | rovira2005 | sensabaugh1946 | shillingsburg2010 | shillingsburg1996a | shillingsburg1996b | smallandwalsh1991 | smith2004 | steggle2007 | straw2007 | tanselle1998 | toland1698 | walsh1997,59,1,-91.649501,41.9197689,united states,English,Language & Linguistics,digital literary studies | scholarly editing | collaborative editing | collaborative digital scholarship | historical studies | digital publishing | digitization - theory and practice | new/digital media studies | bibliographic methods / textual studies | publishing and delivery systems
